local_index,gene_symbol,ensembl_id,global_index,output_index
77,MIIP,ENSG00000116691,4452,4452
78,VPS13D,ENSG00000048707,630,630
79,DHRS3,ENSG00000162496,10319,10319
80,PRDM2,ENSG00000116731,4462,4462
81,EFHD2,ENSG00000142634,7954,7954
82,DNAJC16,ENSG00000116138,4392,4392
83,DDI2,ENSG00000197312,15983,15983
84,PLEKHM2,ENSG00000116786,4475,4475
85,UQCRHL,ENSG00000233954,17516,17516
86,AL450998.2,ENSG00000179743,18542,-1
87,SPEN,ENSG00000065526,904,904
88,ZBTB17,ENSG00000116809,4478,4478
89,FBXO42,ENSG00000037637,525,525
90,SZRD1,ENSG00000055070,723,723
91,NECAP2,ENSG00000157191,9679,9679
92,NBPF1,ENSG00000219481,17267,17267
93,ATP13A2,ENSG00000159363,9938,9938
94,SDHB,ENSG00000117118,4518,4518
95,RCC2,ENSG00000179051,13796,13796
96,UBR4,ENSG00000127481,5712,5712
97,EMC1,ENSG00000127463,5710,5710
98,MRTO4,ENSG00000053372,692,692
99,AKR7A2,ENSG00000053371,691,691
100,CAPZB,ENSG00000077549,1349,1349
101,MICOS10,ENSG00000173436,12905,12905
102,OTUD3,ENSG00000169914,12162,12162
103,CAMK2N1,ENSG00000162545,10330,10330
104,MUL1,ENSG00000090432,1819,1819
105,DDOST,ENSG00000244038,17765,17765
106,HP1BP3,ENSG00000127483,5713,5713
107,EIF4G3,ENSG00000075151,1247,1247
108,USP48,ENSG00000090686,1837,1837
109,HSPG2,ENSG00000142798,7975,7975
110,LINC00339,ENSG00000218510,18543,-1
111,CDC42,ENSG00000070831,18544,-1
112,ZBTB40,ENSG00000184677,14708,14708
113,KDM1A,ENSG00000004487,50,50
114,LUZP1,ENSG00000169641,12105,12105
115,HNRNPR,ENSG00000125944,5557,5557
116,E2F2,ENSG00000007968,193,193
117,RPL11,ENSG00000142676,18545,-1
118,ELOA-AS1,ENSG00000236810,18546,-1
119,ELOA,ENSG00000011007,269,269
120,PITHD1,ENSG00000057757,758,758
121,LYPLA2,ENSG00000011009,270,270
122,GALE,ENSG00000117308,4541,4541
123,HMGCL,ENSG00000117305,4540,4540
124,FUCA1,ENSG00000179163,13819,13819
125,PNRC2,ENSG00000189266,15617,15617
126,SRSF10,ENSG00000188529,15461,15461
127,NIPAL3,ENSG00000001461,11,11
128,SRRM1,ENSG00000133226,6479,6479
129,CLIC4,ENSG00000169504,12077,12077
130,SYF2,ENSG00000117614,4588,4588
131,RSRP1,ENSG00000117616,4589,4589
132,TMEM50A,ENSG00000183726,14526,14526
133,MACO1,ENSG00000204178,16567,16567
134,LDLRAP1,ENSG00000157978,9765,9765
135,MTFR1L,ENSG00000117640,4593,4593
136,AUNIP,ENSG00000127423,5707,5707
137,STMN1,ENSG00000117632,4592,4592
138,PDIK1L,ENSG00000175087,13176,13176
139,ZNF593,ENSG00000142684,7961,7961
140,CEP85,ENSG00000130695,6080,6080
141,SH3BGRL3,ENSG00000142669,7958,7958
142,DHDDS,ENSG00000117682,4596,4596
143,HMGN2,ENSG00000198830,18547,-1
144,RPS6KA1,ENSG00000117676,18548,-1
145,ARID1A,ENSG00000117713,4600,4600
146,ZDHHC18,ENSG00000204160,16561,16561
147,GPN2,ENSG00000142751,7970,7970
148,GPATCH3,ENSG00000198746,16353,16353
149,NUDC,ENSG00000090273,1812,1812
150,WDTC1,ENSG00000142784,7972,7972
151,TMEM222,ENSG00000186501,15091,15091
152,WASF2,ENSG00000158195,9795,9795
153,AHDC1,ENSG00000126705,5634,5634
154,FAM76A,ENSG00000009780,234,234
155,STX12,ENSG00000117758,4604,4604
156,PPP1R8,ENSG00000117751,4603,4603
157,THEMIS2,ENSG00000130775,6111,6111
158,RPA2,ENSG00000117748,4602,4602
159,EYA3,ENSG00000158161,9790,9790
160,DNAJC8,ENSG00000126698,5633,5633
161,ATP5IF1,ENSG00000130770,6109,6109
162,SESN2,ENSG00000130766,6107,6107
163,PHACTR4,ENSG00000204138,16558,16558
164,RCC1,ENSG00000180198,13955,13955
165,SNHG3,ENSG00000242125,18549,-1
166,TRNAU1AP,ENSG00000180098,13945,13945
167,SNHG12,ENSG00000197989,18550,-1
168,TAF12,ENSG00000120656,4907,4907
169,GMEB1,ENSG00000162419,10303,10303
170,YTHDF2,ENSG00000198492,16275,16275
171,EPB41,ENSG00000159023,9889,9889
172,SRSF4,ENSG00000116350,4418,4418
173,MECR,ENSG00000116353,4419,4419
174,LAPTM5,ENSG00000162511,10321,10321
175,PUM1,ENSG00000134644,6673,6673
176,SNRNP40,ENSG00000060688,796,796
177,ZCCHC17,ENSG00000121766,5025,5025
178,PEF1,ENSG00000162517,10323,10323
179,PTP4A2,ENSG00000184007,18551,-1
180,KHDRBS1,ENSG00000121774,5027,5027
181,TMEM39B,ENSG00000121775,5028,5028
182,KPNA6,ENSG00000025800,440,440
183,TXLNA,ENSG00000084652,1582,1582
184,CCDC28B,ENSG00000160050,10002,10002
185,EIF3I,ENSG00000084623,1579,1579
186,HDAC1,ENSG00000116478,4425,4425
187,MARCKSL1,ENSG00000175130,13184,13184
188,BSDC1,ENSG00000160058,10005,10005
189,ZBTB8A,ENSG00000160062,10006,10006
190,ZBTB8OS,ENSG00000176261,13371,13371
191,RBBP4,ENSG00000162521,10325,10325
192,SYNC,ENSG00000162520,10324,10324
193,KIAA1522,ENSG00000162522,10326,10326
194,YARS,ENSG00000134684,6675,6675
195,S100PBP,ENSG00000116497,4427,4427
196,TMEM54,ENSG00000121900,5041,5041
197,RNF19B,ENSG00000116514,4428,4428
198,AK2,ENSG00000004455,18552,-1
199,PHC2,ENSG00000134686,6676,6676
200,SMIM12,ENSG00000163866,10705,10705
201,TMEM35B,ENSG00000243749,17755,17755
202,ZMYM6,ENSG00000163867,10706,10706
203,ZMYM1,ENSG00000197056,15922,15922
204,SFPQ,ENSG00000116560,4433,4433
205,ZMYM4,ENSG00000146463,8518,8518
206,KIAA0319L,ENSG00000142687,7963,7963
207,NCDN,ENSG00000020129,386,386
208,PSMB2,ENSG00000126067,5580,5580
209,C1orf216,ENSG00000142686,7962,7962
210,CLSPN,ENSG00000092853,1926,1926
211,AGO4,ENSG00000134698,6679,6679
212,AGO1,ENSG00000092847,1924,1924
213,AGO3,ENSG00000126070,5581,5581
214,TEKT2,ENSG00000092850,1925,1925
215,ADPRHL2,ENSG00000116863,4486,4486
216,TRAPPC3,ENSG00000054116,700,700
217,MAP7D1,ENSG00000116871,4487,4487
218,THRAP3,ENSG00000054118,701,701
219,SH3D21,ENSG00000214193,17120,17120
220,EVA1B,ENSG00000142694,7964,7964
221,STK40,ENSG00000196182,15682,15682
222,LSM10,ENSG00000181817,14172,14172
223,MRPS15,ENSG00000116898,18553,-1
224,CSF3R,ENSG00000119535,4756,4756
225,MEAF6,ENSG00000163875,10711,10711
226,SNIP1,ENSG00000163877,10712,10712
227,GNL2,ENSG00000134697,6678,6678
228,C1orf109,ENSG00000116922,4494,4494
229,CDCA8,ENSG00000134690,6677,6677
230,MANEAL,ENSG00000185090,14792,14792
231,YRDC,ENSG00000196449,15766,15766
232,C1orf122,ENSG00000197982,16156,16156
233,MTF1,ENSG00000188786,15523,15523
234,INPP5B,ENSG00000204084,16548,16548
235,SF3A3,ENSG00000183431,14464,14464
236,FHL3,ENSG00000183386,14456,14456
237,UTP11,ENSG00000183520,14479,14479
238,RRAGC,ENSG00000116954,4495,4495
239,MYCBP,ENSG00000214114,17116,17116
240,AKIRIN1,ENSG00000174574,13090,13090
241,NDUFS5,ENSG00000168653,11892,11892
242,MACF1,ENSG00000127603,5732,5732
243,PABPC4,ENSG00000090621,1833,1833
244,PPIE,ENSG00000084072,1567,1567
245,TRIT1,ENSG00000043514,583,583
246,CAP1,ENSG00000131236,6189,6189
247,PPT1,ENSG00000131238,6190,6190
248,RLF,ENSG00000117000,4505,4505
249,AL050341.2,ENSG00000259943,18554,-1
250,ZMPSTE24,ENSG00000084073,1568,1568
251,SMAP2,ENSG00000084070,1566,1566
252,EXO5,ENSG00000164002,10746,10746
253,ZNF684,ENSG00000117010,4507,4507
254,NFYC,ENSG00000066136,934,934
255,CTPS1,ENSG00000171793,12574,12574
256,SCMH1,ENSG00000010803,265,265
257,HIVEP3,ENSG00000127124,5682,5682
258,FOXJ3,ENSG00000198815,16383,16383
259,PPCS,ENSG00000127125,5683,5683
260,PPIH,ENSG00000171960,12617,12617
261,YBX1,ENSG00000065978,925,925
262,P3H1,ENSG00000117385,4547,4547
263,C1orf50,ENSG00000164008,18555,-1
264,SVBP,ENSG00000177868,13618,13618
265,ERMAP,ENSG00000164010,10748,10748
266,SLC2A1,ENSG00000117394,4548,4548
267,EBNA1BP2,ENSG00000117395,4549,4549
268,CDC20,ENSG00000117399,4550,4550
269,ELOVL1,ENSG00000066322,940,940
270,MED8,ENSG00000159479,9953,9953
271,SZT2,ENSG00000198198,16215,16215
272,HYI,ENSG00000178922,13768,13768
273,PTPRF,ENSG00000142949,7985,7985
274,KDM4A,ENSG00000066135,933,933
275,KDM4A-AS1,ENSG00000236200,18556,-1
276,ST3GAL3,ENSG00000126091,5583,5583
277,IPO13,ENSG00000117408,4553,4553
278,DPH2,ENSG00000132768,6402,6402
279,ATP6V0B,ENSG00000117410,4554,4554
280,B4GALT2,ENSG00000117411,4555,4555
281,DMAP1,ENSG00000178028,13642,13642
282,ERI3,ENSG00000117419,4556,4556
283,RNF220,ENSG00000187147,15213,15213
284,KIF2C,ENSG00000142945,7984,7984
285,RPS8,ENSG00000142937,18557,-1
286,EIF2B3,ENSG00000070785,1097,1097
287,HECTD3,ENSG00000126107,5585,5585
288,UROD,ENSG00000126088,5582,5582
289,MUTYH,ENSG00000132781,6405,6405
290,TOE1,ENSG00000132773,6403,6403
291,PRDX1,ENSG00000117450,4559,4559
292,AKR1A1,ENSG00000117448,4558,4558
293,NASP,ENSG00000132780,6404,6404
294,GPBP1L1,ENSG00000159592,9961,9961
295,TMEM69,ENSG00000159596,9963,9963
296,IPP,ENSG00000197429,16011,16011
297,MAST2,ENSG00000086015,1629,1629
298,PIK3R3,ENSG00000117461,4560,4560
299,POMGNT1,ENSG00000085998,1627,1627
300,RAD54L,ENSG00000085999,1628,1628
301,LRRC41,ENSG00000132128,6294,6294
302,UQCRH,ENSG00000173660,12950,12950
303,NSUN4,ENSG00000117481,4566,4566
304,MKNK1,ENSG00000079277,1413,1413
305,ATPAF1,ENSG00000123472,5211,5211
306,EFCAB14,ENSG00000159658,9969,9969
307,TAL1,ENSG00000162367,10283,10283
308,STIL,ENSG00000123473,5212,5212
309,CMPK1,ENSG00000162368,10284,10284
310,FAF1,ENSG00000185104,14795,14795
311,CDKN2C,ENSG00000123080,5160,5160
312,RNF11,ENSG00000123091,5161,5161
313,EPS15,ENSG00000085832,1621,1621
314,OSBPL9,ENSG00000117859,4607,4607
315,NRDC,ENSG00000078618,1388,1388
316,TXNDC12,ENSG00000117862,4608,4608
317,KTI12,ENSG00000198841,16400,16400
318,BTF3L4,ENSG00000134717,6682,6682
319,ZFYVE9,ENSG00000157077,9664,9664
320,ORC1,ENSG00000085840,1622,1622
321,PRPF38A,ENSG00000134748,6684,6684
322,TUT4,ENSG00000134744,6683,6683
323,COA7,ENSG00000162377,10287,10287
324,ZYG11B,ENSG00000162378,10288,10288
325,ZYG11A,ENSG00000203995,16532,16532
326,SCP2,ENSG00000116171,4396,4396
327,CPT2,ENSG00000157184,9678,9678
328,CZIB,ENSG00000162384,10290,10290
329,MAGOH,ENSG00000162385,10291,10291
330,LRP8,ENSG00000157193,9680,9680
331,NDC1,ENSG00000058804,774,774
332,YIPF1,ENSG00000058799,773,773
333,HSPB11,ENSG00000081870,1503,1503
334,LRRC42,ENSG00000116212,4405,4405
335,TMEM59,ENSG00000116209,4404,4404
336,TCEANC2,ENSG00000116205,4403,4403
337,CYB5RL,ENSG00000215883,17244,17244
338,MRPL37,ENSG00000116221,18558,-1
339,SSBP3,ENSG00000157216,9684,9684
340,TTC4,ENSG00000243725,17753,17753
341,PARS2,ENSG00000162396,10294,10294
342,DHCR24,ENSG00000116133,4391,4391
343,USP24,ENSG00000162402,10297,10297
344,OMA1,ENSG00000162600,10343,10343
345,MYSM1,ENSG00000162601,10344,10344
346,JUN,ENSG00000177606,13580,13580
347,HOOK1,ENSG00000134709,6680,6680
348,NFIA,ENSG00000162599,10342,10342
349,TM2D1,ENSG00000162604,10345,10345
350,USP1,ENSG00000162607,10346,10346
351,DOCK7,ENSG00000116641,4439,4439
352,ATG4C,ENSG00000125703,5491,5491
353,ALG6,ENSG00000088035,1705,1705
354,ITGB3BP,ENSG00000142856,7976,7976
355,JAK1,ENSG00000162434,10307,10307
356,AK4,ENSG00000162433,10306,10306
357,DNAJC6,ENSG00000116675,4446,4446
358,LEPROT,ENSG00000213625,17054,17054
359,LEPR,ENSG00000116678,4447,4447
360,MIER1,ENSG00000198160,16203,16203
361,SLC35D1,ENSG00000116704,4456,4456
362,SERBP1,ENSG00000142864,7977,7977
363,GADD45A,ENSG00000116717,4458,4458
364,GNG12,ENSG00000172380,12709,12709
365,DEPDC1,ENSG00000024526,429,429
366,LRRC40,ENSG00000066557,949,949
367,SRSF11,ENSG00000116754,4469,4469
368,ANKRD13C,ENSG00000118454,4656,4656
369,HHLA3,ENSG00000197568,16047,16047
370,CTH,ENSG00000116761,4470,4470
371,ZRANB2,ENSG00000132485,6351,6351
372,CRYZ,ENSG00000116791,4476,4476
373,TYW3,ENSG00000162623,10353,10353
374,ACADM,ENSG00000117054,4512,4512
375,RABGGTB,ENSG00000137955,7286,7286
376,PIGK,ENSG00000142892,7981,7981
377,AC118549.1,ENSG00000036549,518,518
378,USP33,ENSG00000077254,1334,1334
379,MIGA1,ENSG00000180488,13999,13999
380,FUBP1,ENSG00000162613,10347,10347
381,DNAJB4,ENSG00000162616,10349,10349
382,AL359504.2,ENSG00000271576,18559,-1
383,RPF1,ENSG00000117133,4520,4520
384,GNG5,ENSG00000174021,13012,13012
385,CTBS,ENSG00000117151,4524,4524
386,SSX2IP,ENSG00000117155,4528,4528
387,SYDE2,ENSG00000097096,2011,2011
388,C1orf52,ENSG00000162642,10360,10360
389,BCL10,ENSG00000142867,7978,7978
390,ZNHIT6,ENSG00000117174,4529,4529
391,ODF2L,ENSG00000122417,5088,5088
392,CLCA1,ENSG00000016490,360,360
393,SH3GLB1,ENSG00000097033,2009,2009
394,SELENOF,ENSG00000183291,14438,14438
395,HS2ST1,ENSG00000153936,9323,9323
396,LMO4,ENSG00000143013,7991,7991
397,PKN2,ENSG00000065243,889,889
398,GTF2B,ENSG00000137947,7284,7284
399,KYAT3,ENSG00000137944,7283,7283
400,RBMXL1,ENSG00000213516,17043,17043
401,LRRC8B,ENSG00000197147,15949,15949
402,LRRC8C,ENSG00000171488,12508,12508
403,LRRC8D,ENSG00000171492,12511,12511
404,ZNF326,ENSG00000162664,10365,10365
405,LINC02609,ENSG00000233593,18560,-1
406,ZNF644,ENSG00000122482,5094,5094
407,CDC7,ENSG00000097046,2010,2010
408,TGFBR3,ENSG00000069702,1051,1051
409,GLMN,ENSG00000174842,13131,13131
410,RPAP2,ENSG00000122484,5096,5096
411,EVI5,ENSG00000067208,975,975
412,RPL5,ENSG00000122406,18561,-1
413,MTF2,ENSG00000143033,7994,7994
414,TMED5,ENSG00000117500,4567,4567
415,CCDC18,ENSG00000122483,5095,5095
416,CCDC18-AS1,ENSG00000223745,18562,-1
417,DR1,ENSG00000117505,4569,4569
418,FNBP1L,ENSG00000137942,7282,7282
419,DNTTIP2,ENSG00000067334,979,979
420,GCLM,ENSG00000023909,426,426
421,ABCD3,ENSG00000117528,4573,4573
422,ALG14,ENSG00000172339,12693,12693
423,RWDD3,ENSG00000122481,5093,5093
424,PTBP2,ENSG00000117569,4577,4577
425,FRRS1,ENSG00000156869,9637,9637
426,AGL,ENSG00000162688,10370,10370
427,SLC35A3,ENSG00000117620,4590,4590
428,MFSD14A,ENSG00000156875,9639,9639
429,SASS6,ENSG00000156876,9640,9640
430,TRMT13,ENSG00000122435,5091,5091
431,DBT,ENSG00000137992,7294,7294
432,RTCA,ENSG00000137996,7295,7295
433,CDC14A,ENSG00000079335,1417,1417
434,EXTL2,ENSG00000162694,10372,10372
435,SLC30A7,ENSG00000162695,10373,10373
436,DPH5,ENSG00000117543,4575,4575
437,AC093157.1,ENSG00000233184,18563,-1
438,RNPC3,ENSG00000185946,14968,14968
439,PRMT6,ENSG00000198890,16428,16428
440,SLC25A24,ENSG00000085491,1607,1607
441,FAM102B,ENSG00000162636,10358,10358
442,PRPF38B,ENSG00000134186,6587,6587
443,STXBP3,ENSG00000116266,4411,4411
444,GPSM2,ENSG00000121957,5048,5048
445,CLCC1,ENSG00000121940,5047,5047
446,TAF13,ENSG00000197780,16099,16099
447,TMEM167B,ENSG00000215717,17237,17237
448,SARS,ENSG00000031698,478,478
449,PSRC1,ENSG00000134222,6595,6595
450,SORT1,ENSG00000134243,6598,6598
451,PSMA5,ENSG00000143106,8001,8001
452,GNAI3,ENSG00000065135,885,885
453,GSTM4,ENSG00000168765,11912,11912
454,GSTM3,ENSG00000134202,6591,6591
455,AHCYL1,ENSG00000168710,11904,11904
456,STRIP1,ENSG00000143093,7999,7999
457,RBM15,ENSG00000162775,10401,10401
458,LAMTOR5,ENSG00000134248,6601,6601
459,CD53,ENSG00000143119,8004,8004
460,LRIF1,ENSG00000121931,5045,5045
461,DRAM2,ENSG00000156171,9562,9562
462,CEPT1,ENSG00000134255,6605,6605
463,DENND2D,ENSG00000162777,10402,10402
464,CHI3L2,ENSG00000064886,873,873
465,WDR77,ENSG00000116455,4422,4422
466,ATP5PB,ENSG00000116459,4423,4423
467,RAP1A,ENSG00000116473,4424,4424
468,DDX20,ENSG00000064703,869,869
469,ST7L,ENSG00000007341,176,176
470,CAPZA1,ENSG00000116489,4426,4426
471,MOV10,ENSG00000155363,9477,9477
472,RHOC,ENSG00000155366,9478,9478
473,SLC16A1,ENSG00000155380,9481,9481
474,SLC16A1-AS1,ENSG00000226419,18564,-1
475,LRIG2,ENSG00000198799,16377,16377
476,MAGI3,ENSG00000081026,1475,1475
477,PHTF1,ENSG00000116793,4477,4477
478,RSBN1,ENSG00000081019,1474,1474
479,PTPN22,ENSG00000134242,6597,6597
480,HIPK1,ENSG00000163349,10538,10538
481,TRIM33,ENSG00000197323,15985,15985
482,BCAS2,ENSG00000116752,4468,4468
483,NRAS,ENSG00000213281,17020,17020
484,CSDE1,ENSG00000009307,227,227
485,SIKE1,ENSG00000052723,682,682
486,ATP1A1,ENSG00000163399,10553,10553
487,CD58,ENSG00000116815,4479,4479
488,TTF2,ENSG00000116830,4482,4482
489,MAN1A2,ENSG00000198162,16204,16204
490,GDAP2,ENSG00000196505,15785,15785
491,WDR3,ENSG00000065183,888,888
492,WARS2,ENSG00000116874,4488,4488
493,PHGDH,ENSG00000092621,1920,1920
494,SEC22B,ENSG00000265808,18136,18136
495,LINC00623,ENSG00000226067,18565,-1
496,SRGAP2C,ENSG00000171943,12611,12611
497,LINC02802,ENSG00000232527,18566,-1
498,GPR89A,ENSG00000117262,4535,4535
499,RNF115,ENSG00000265491,18134,18134
500,POLR3C,ENSG00000186141,15016,15016
501,PEX11B,ENSG00000131779,6254,6254
502,RBM8A,ENSG00000265241,18132,18132
503,LIX1L,ENSG00000271601,18221,18221
504,POLR3GL,ENSG00000121851,5031,5031
505,TXNIP,ENSG00000265972,18138,18138
506,PRKAB2,ENSG00000131791,6257,6257
507,LINC02805,ENSG00000232265,18567,-1
508,PDE4DIP,ENSG00000178104,13655,13655
509,AC245297.3,ENSG00000274265,18568,-1
510,HIST2H2AC,ENSG00000184260,18569,-1
511,SF3B4,ENSG00000143368,8062,8062
512,OTUD7B,ENSG00000264522,18128,18128
513,VPS45,ENSG00000136631,7031,7031
514,PLEKHO1,ENSG00000023902,425,425
515,ANP32E,ENSG00000143401,8075,8075
516,APH1A,ENSG00000117362,4546,4546
517,MRPS21,ENSG00000266472,18570,-1
518,PRPF3,ENSG00000117360,4545,4545
519,RPRD2,ENSG00000163125,10484,10484
520,TARS2,ENSG00000143374,8065,8065
521,ADAMTSL4,ENSG00000143382,8069,8069
522,MCL1,ENSG00000143384,8070,8070
523,ENSA,ENSG00000143420,8080,8080
524,GOLPH3L,ENSG00000143457,8087,8087
525,CTSS,ENSG00000163131,10486,10486
526,ARNT,ENSG00000143437,8082,8082
527,SETDB1,ENSG00000143379,8068,8068
528,CERS2,ENSG00000143418,8079,8079
529,PRUNE1,ENSG00000143363,8059,8059
530,C1orf56,ENSG00000143443,8084,8084
531,CDC42SE1,ENSG00000197622,16063,16063
532,MLLT11,ENSG00000213190,17009,17009
533,SCNM1,ENSG00000163156,10493,10493
534,VPS72,ENSG00000163159,10495,10495
535,PIP5K1A,ENSG00000143398,8074,8074
536,PSMD4,ENSG00000159352,9937,9937
537,PI4KB,ENSG00000143393,8073,8073
538,RFX5,ENSG00000143390,8072,8072
539,PSMB4,ENSG00000159377,9940,9940
540,POGZ,ENSG00000143442,8083,8083
541,SNX27,ENSG00000143376,8067,8067
542,MRPL9,ENSG00000143436,18571,-1
543,THEM4,ENSG00000159445,9949,9949
544,S100A10,ENSG00000197747,16088,16088
545,S100A11,ENSG00000163191,10501,10501
546,S100A4,ENSG00000196154,15674,15674
547,S100A13,ENSG00000189171,15603,15603
548,CHTOP,ENSG00000160679,10098,10098
549,SNAPIN,ENSG00000143553,8110,8110
550,ILF2,ENSG00000143621,8122,8122
551,INTS3,ENSG00000143624,8124,8124
552,GATAD2B,ENSG00000143614,8121,8121
553,DENND4B,ENSG00000198837,16396,16396
554,SLC39A1,ENSG00000143570,8114,8114
555,JTB,ENSG00000143543,8106,8106
556,RPS27,ENSG00000177954,18572,-1
557,TPM3,ENSG00000143549,18573,-1
558,C1orf43,ENSG00000143612,8120,8120
559,UBAP2L,ENSG00000143569,8113,8113
560,HAX1,ENSG00000143575,8115,8115
561,ATP8B2,ENSG00000143515,8102,8102
562,UBE2Q1,ENSG00000160714,10107,10107
563,ADAR,ENSG00000160710,10105,10105
564,PMVK,ENSG00000163344,10534,10534
565,PYGO2,ENSG00000163348,10537,10537
566,SHC1,ENSG00000160691,10102,10102
567,CKS1B,ENSG00000173207,12857,12857
568,FLAD1,ENSG00000160688,10101,10101
569,ADAM15,ENSG00000143537,8105,8105
570,SLC50A1,ENSG00000169241,12025,12025
571,DPM3,ENSG00000179085,13803,13803
572,KRTCAP2,ENSG00000163463,10567,10567
573,MTX1,ENSG00000173171,12852,12852
574,GBA,ENSG00000177628,13584,13584
575,FAM189B,ENSG00000160767,10113,10113
576,SCAMP3,ENSG00000116521,4429,4429
577,CLK2,ENSG00000176444,13399,13399
578,FDPS,ENSG00000160752,10111,10111
579,RUSC1,ENSG00000160753,10112,10112
580,ASH1L,ENSG00000116539,4431,4431
581,ASH1L-AS1,ENSG00000235919,18574,-1
582,MSTO1,ENSG00000125459,5457,5457
583,YY1AP1,ENSG00000163374,10544,10544
584,DAP3,ENSG00000132676,6384,6384
585,GON4L,ENSG00000116580,4435,4435
586,RIT1,ENSG00000143622,8123,8123
587,KHDC4,ENSG00000132680,6386,6386
588,ARHGEF2,ENSG00000116584,4436,4436
589,SSR2,ENSG00000163479,10573,10573
590,UBQLN4,ENSG00000160803,10122,10122
591,LAMTOR2,ENSG00000116586,4437,4437
592,MEX3A,ENSG00000254726,17932,17932
593,LMNA,ENSG00000160789,10117,10117
594,SLC25A44,ENSG00000160785,10116,10116
595,PMF1,ENSG00000160783,10115,10115
596,SMG5,ENSG00000198952,16460,16460
597,GLMP,ENSG00000198715,16335,16335
598,CCT3,ENSG00000163468,10571,10571
599,C1orf61,ENSG00000125462,5458,5458
600,NAXE,ENSG00000163382,10548,10548
601,GPATCH4,ENSG00000160818,10125,10125
602,NES,ENSG00000132688,6388,6388
603,ISG20L2,ENSG00000143319,8047,8047
604,RRNAD1,ENSG00000143303,8044,8044
605,MRPL24,ENSG00000143314,18575,-1
606,HDGF,ENSG00000143321,8049,8049
607,PRCC,ENSG00000143294,8042,8042
608,NTRK1,ENSG00000198400,16255,16255
609,LINC02772,ENSG00000271736,18576,-1
610,DUSP23,ENSG00000158716,9855,9855
