local_index,gene_symbol,ensembl_id,global_index,output_index
131,AL162497.1,,19351,-1
132,ZNF528,,11622,11622
133,NRBP2,,14811,14811
134,SNCA,,8358,8358
135,AC093063.1,,19352,-1
136,CEP170P1,,19353,-1
137,MSANTD1,,15557,15557
138,KIAA0391,,19354,-1
139,DYNC2H1,,15230,15230
140,GNB2,,12700,12700
141,TTC5,,6989,6989
142,TSC22D1,,2622,2622
143,Z83844.3,,19355,-1
144,ATP1A4,,6387,6387
145,PTGDS,,3300,3300
146,ARHGEF26-AS1,,19356,-1
147,AL096711.2,,19357,-1
148,F3,,4572,4572
149,LINC02147,,19358,-1
150,OR52I2,,17387,17387
151,ZNF83,,11688,11688
152,ZNF217,,12609,12609
153,SAMD4A,,390,390
154,AC055736.1,,19359,-1
155,AC073530.1,,19360,-1
156,CHRM3,,6441,6441
157,FAM118A,,2215,2215
158,GGT4P,,19361,-1
159,ERBIN,,3982,3982
160,PHF2P2,,19362,-1
161,AC018797.2,,19363,-1
162,FAM89B,,13476,13476
163,AC139495.1,,19364,-1
164,ARID4A,,480,480
165,HMGCR,,4009,4009
166,AC027801.4,,19365,-1
167,GUCD1,,7466,7466
168,AC073073.2,,19366,-1
169,ANKRD13A,,1304,1304
170,PIP5KL1,,11529,11529
171,FSIP2-AS1,,19367,-1
172,EBF2,,17276,17276
173,CDK2,,5198,5198
174,HTR1F,,13807,13807
175,GPA33,,8017,8017
176,AL136985.1,,19368,-1
177,INTS10,,2847,2847
178,SLC27A5,,1556,1556
179,YWHAZP2,,19369,-1
180,LNPEP,,4048,4048
181,AC133041.1,,19370,-1
182,TIGD4,,12178,12178
183,AC007679.1,,19371,-1
184,AL117329.1,,19086,-1
185,TXNDC17,,5904,5904
186,OOEP,,16516,16516
187,MKNK2,,2063,2063
188,RMDN2-AS1,,19372,-1
189,TBL1XR1-AS1,,19373,-1
190,MROH1,,13899,13899
191,DNMBP,,3316,3316
192,AL954650.1,,19374,-1
193,LRRCC1,,6529,6529
194,AC040970.1,,19375,-1
195,BICDL2,,10255,10255
196,FAM201A,,19376,-1
197,PRKAR1B,,15401,15401
198,AC004852.2,,19377,-1
199,CRISP1,,5397,5397
200,TRIL,,17968,17968
201,LZTS1-AS1,,19378,-1
202,LINC01793,,19379,-1
203,MIR29B2CHG,,19380,-1
204,C21orf91-OT1,,19381,-1
205,DTX2P1-UPK3BP1-PMS2P11,,19382,-1
206,STAB1,,255,255
207,NSUN2,,524,524
208,AC068491.3,,18611,-1
209,GPSM2,,5048,5048
210,SELENBP1,,8078,8078
211,COBL,,3154,3154
212,SLC27A6,,4045,4045
213,ZFHX3,,7728,7728
214,AAED1,,19383,-1
215,ZDHHC18,,16561,16561
216,OSBPL8,,1851,1851
217,AC010595.1,,19384,-1
218,TRPC2,,19385,-1
219,HNF1A,,6750,6750
220,SLC1A3,,1409,1409
221,LINC01567,,19386,-1
222,FAM86HP,,19387,-1
223,DNAH17,,15313,15313
224,TNNT3,,6068,6068
225,PCDHGB7,,17913,17913
226,LARGE2,,11237,11237
227,SHOX2,,11916,11916
228,AP000648.3,,19388,-1
229,ISG20L2,,8047,8047
230,ACHE,,1665,1665
231,RAD9B,,9006,9006
232,COX16,,6555,6555
233,NDUFA1,,5439,5439
234,AC138207.8,,19389,-1
235,EMP3,,7910,7910
236,AC005699.1,,19390,-1
237,MAGED1,,13827,13827
238,AC022523.1,,19391,-1
239,HUWE1,,1655,1655
240,DNAJC15,,4912,4912
241,MGAM,,18014,18014
242,TBC1D8B,,6473,6473
243,RMST,,19392,-1
244,PAFAH1B3,,1425,1425
245,TTC29,,7192,7192
246,TLN1,,7124,7124
247,MROH6,,16724,16724
248,PDCD11,,8795,8795
249,AL139039.3,,19393,-1
250,LINC01468,,19394,-1
251,PHEX,,2557,2557
252,AC068446.2,,19395,-1
253,PIK3AP1,,9497,9497
254,ZNF416,,1559,1559
255,AC003688.1,,19396,-1
256,MRPL11,,18845,-1
257,ZNF37BP,,19397,-1
258,SLC20A1,,8208,8208
259,TOMM20,,12964,12964
260,THRB-AS1,,19398,-1
261,CXCL16,,10230,10230
262,DEGS1,,8141,8141
263,NDUFB9P1,,19399,-1
264,AP1S1,,3194,3194
265,EGFL7,,12803,12803
266,HCFC1R1,,2680,2680
267,AC009119.2,,19400,-1
268,AC002310.1,,19401,-1
269,AC027097.2,,19402,-1
270,MLANA,,4859,4859
271,DQX1,,8197,8197
272,CBWD6,,19403,-1
273,AC091551.1,,19404,-1
274,AC087289.3,,19405,-1
275,AL365356.3,,19406,-1
276,BACH1,,9577,9577
277,PRX,,2962,2962
278,MRPS10,,18723,-1
279,TMEM53,,5584,5584
280,MAFF,,14776,14776
281,ARV1,,12900,12900
282,AC027801.1,,19407,-1
283,ZC3H12D,,13670,13670
284,COX17,,7390,7390
285,VMP1,,822,822
286,CPSF3,,4721,4721
287,LINC01291,,19408,-1
288,MIR548XHG,,19409,-1
289,POU5F1P4,,19410,-1
290,CYMP,,19411,-1
291,AC010168.2,,19412,-1
292,SRP54,,2321,2321
293,JUN,,13580,13580
294,AC130324.2,,19413,-1
295,CHRNA7,,13227,13227
296,RPL18,,19036,-1
297,AL162384.1,,19414,-1
298,DENND5B-AS1,,19415,-1
299,DLEC1,,203,203
300,GPS1,,12122,12122
301,AC018557.1,,19416,-1
302,DSC2,,6685,6685
303,CNOT6LP1,,19417,-1
304,AL133372.2,,19418,-1
305,DNAJB9,,5825,5825
306,AC002101.1,,19419,-1
307,SLC41A3,,4163,4163
308,PTK2,,12057,12057
309,AL031777.3,,19420,-1
310,RTCA,,7295,7295
311,SMILR,,19421,-1
312,AC107375.1,,19422,-1
313,AL512353.1,,19423,-1
314,MT2A,,5418,5418
315,SLC9A2,,4322,4322
316,FAM207A,,10048,10048
317,PPDPF,,5472,5472
318,SLC26A1,,8342,8342
319,CHPT1,,3797,3797
320,STOML1,,976,976
321,NOL6,,11095,11095
322,IMPDH1P10,,19424,-1
323,STAG1,,4617,4617
324,ARMCX1,,5670,5670
325,AL117339.5,,19425,-1
326,HNRNPA2B1,,5107,5107
327,FAM57A,,19426,-1
328,AC009961.3,,19427,-1
329,OTOGL,,11236,11236
330,SGO1,,5959,5959
331,LINC01396,,19428,-1
332,AUNIP,,5707,5707
333,PRAME,,14913,14913
334,NSUN5,,6018,6018
335,AURKA,,1698,1698
336,ADAM15,,8105,8105
337,KCNQ4,,4508,4508
338,GPC4,,1313,1313
339,HNMT,,8943,8943
340,ZNF362,,10010,10010
341,TYK2,,3001,3001
342,CCDC168,,13300,13300
343,AC010890.1,,19429,-1
344,DDR1,,16678,16678
345,FAM111A-DT,,19430,-1
346,ZNF442,,16240,16240
347,YEATS4,,5699,5699
348,ZNF320,,14383,14383
349,LBP,,5968,5968
350,EEF1A1P5,,19431,-1
351,CP,,606,606
352,TAP2,,16586,16586
353,LINC00982,,19432,-1
354,SUMO2P17,,19433,-1
355,TM4SF1,,12161,12161
356,HSPA6,,12840,12840
357,AC025040.2,,19434,-1
358,AC011604.2,,19435,-1
359,FKBP10,,7872,7872
360,AL627309.7,,19436,-1
361,SKIDA1,,14007,14007
362,RENBP,,2533,2533
363,LINC01560,,19437,-1
364,DST,,9105,9105
365,LINC02246,,19438,-1
366,TEKT4P2,,19439,-1
367,SNF8,,9914,9914
368,REC8,,2331,2331
369,AP005212.4,,19440,-1
370,ZC3H12C,,8838,8838
371,AL353795.3,,19441,-1
372,SLC5A6,,7312,7312
373,MAP3K7CL,,9575,9575
374,AL450992.1,,19442,-1
375,PTH1R,,10121,10121
376,TEF,,11519,11519
377,C4orf45,,10803,10803
378,LRFN1,,5766,5766
379,RASL10B,,18213,18213
380,ANKRD31,,8400,8400
381,KBTBD4,,5208,5208
382,DNAJC14,,6802,6802
383,DHRS13,,11614,11614
384,KCNN4,,2870,2870
385,PIK3R1,,8395,8395
386,KCNH8,,14575,14575
387,AC027117.2,,19443,-1
388,ZNF579,,17262,17262
389,TAS2R20,,19444,-1
390,AL162595.1,,18586,-1
391,GALK2,,9647,9647
392,AC073869.1,,19445,-1
393,AC026254.2,,19446,-1
394,CHMP6,,13342,13342
395,AC068707.1,,19447,-1
396,THAP3,,564,564
397,EDDM13,,18163,18163
398,AC008069.1,,19448,-1
399,AC108134.2,,19449,-1
400,AP000317.1,,19450,-1
401,MAGI3,,1475,1475
402,ZFR2,,2973,2973
403,AL359715.2,,19451,-1
404,LINC00854,,19452,-1
405,LIN9,,14553,14553
406,C11orf65,,11342,11342
407,AC087258.1,,19453,-1
408,STRA8,,8554,8554
409,KSR2,,12490,12490
410,CYP11A1,,7672,7672
411,FBXO4,,9099,9099
412,AC074099.1,,19454,-1
413,TCAF1,,16258,16258
414,SLC39A8,,7461,7461
415,BRIX1,,4051,4051
416,AL356270.1,,19455,-1
417,ARMC7,,5452,5452
418,OLFM1,,6060,6060
419,CEP19,,13007,13007
420,CAPN2,,10430,10430
421,AC074327.1,,19456,-1
422,MDM4,,16309,16309
423,NPR2,,9991,9991
424,HCFC2,,3816,3816
425,APLF,,12103,12103
426,AC139530.2,,19457,-1
427,ARRDC3-AS1,,19458,-1
428,CYP2AB1P,,19459,-1
429,CDK3,,17858,17858
430,MT-ND2,,16359,16359
431,ATRN,,1732,1732
432,AP002851.1,,19460,-1
433,TOR2A,,10073,10073
434,BTN3A1,,448,448
435,CEACAM5,,2998,2998
436,HEXIM2,,11867,11867
437,TNIP2,,11940,11940
438,PAGE5,,9847,9847
439,SDHAF1,,16789,16789
440,BNC2,,12834,12834
441,IFI16,,10608,10608
442,AC117402.1,,19461,-1
443,GDPD3,,2632,2632
444,ZDHHC12,,10078,10078
445,PPAT,,5773,5773
446,PECAM1,,18082,18082
447,C12orf49,,3772,3772
448,AC005020.2,,19462,-1
449,AL359715.1,,19463,-1
450,AC018616.1,,19464,-1
451,NEU3,,10263,10263
452,RPL6P9,,19465,-1
453,AC005841.1,,19466,-1
454,DCAF13,,11016,11016
455,PLEKHA3,,4383,4383
456,CISH,,4178,4178
457,GPX4,,11599,11599
458,C17orf58,,15118,15118
459,SUSD2,,2085,2085
460,AC100849.1,,19467,-1
461,FADS2P1,,19468,-1
462,KDSR,,4757,4757
463,AC245100.4,,19469,-1
464,SNHG18,,19219,-1
465,AC005828.4,,19470,-1
466,ZBTB20-AS3,,19471,-1
467,PSG7,,17293,17293
468,AC006435.2,,19472,-1
469,AC055855.2,,19473,-1
470,FAM20B,,4402,4402
471,KCTD17,,2216,2216
472,NDST2,,11393,11393
473,LAS1L,,12,12
474,TLR3,,10876,10876
475,MRPL44,,18624,-1
476,FEM1A,,7882,7882
477,HS2ST1,,9323,9323
478,SCEL,,6955,6955
479,GINS2,,6179,6179
480,EFHD1,,4293,4293
481,ARHGEF12,,15886,15886
482,MIR181A1HG,,19202,-1
483,CANX,,5675,5675
484,LINC02433,,19474,-1
485,WIPF3,,5108,5108
486,ATP6V1E2,,17860,17860
487,AC025034.1,,19475,-1
488,NDUFB8,,11289,11289
489,MUC5AC,,17202,17202
490,ADAM12,,8796,8796
491,PIGZ,,4722,4722
492,AC004832.3,,19476,-1
493,AL355994.4,,19477,-1
494,TRABD2A,,15149,15149
495,Z99496.1,,19478,-1
496,SH3PXD2A,,3367,3367
497,SERPINE1,,3193,3193
498,LHFPL5,,19479,-1
499,ELK1,,5642,5642
500,AC073130.3,,19480,-1
501,TNS3,,6965,6965
502,SREK1,,18683,-1
503,AL359878.1,,19481,-1
504,SSR1,,5388,5388
505,AC021231.1,,19482,-1
506,AC074032.1,,19483,-1
507,CSNKA2IP,,18436,18436
508,EDC3,,13817,13817
509,LINC02424,,19484,-1
510,EMC7,,6583,6583
511,PGP,,14613,14613
512,FAM72C,,18117,18117
513,AC018521.2,,19485,-1
514,THAP4,,13472,13472
515,TPP1,,11347,11347
516,LRRC29,,5415,5415
517,ZSCAN21,,11400,11400
518,C22orf34,,19087,-1
519,PER1,,13806,13806
520,AC011509.2,,19486,-1
521,AC022784.3,,19487,-1
522,NRBF2,,8759,8759
523,LINC02389,,19488,-1
524,LINC00315,,19489,-1
525,SPAAR,,17549,17549
526,PRC1,,16434,16434
527,ZNF705E,,17151,17151
528,CRYZL2P-SEC16B,,19490,-1
529,AC112495.1,,19491,-1
530,SP110,,6895,6895
531,ST8SIA1,,3817,3817
532,CCDC148,,9265,9265
533,SLC22A11,,11765,11765
534,C6orf163,,16510,16510
535,AC092131.1,,19492,-1
536,AB015752.1,,19493,-1
537,PLEKHA6,,8162,8162
538,ATXN2,,16725,16725
539,NEIL1,,7664,7664
540,AC130456.2,,19494,-1
541,AC073610.2,,19495,-1
542,AC027682.4,,19496,-1
543,MORN2,,15360,15360
544,RUBCN,,8323,8323
545,RNASEH2B-AS1,,19497,-1
546,CDC40,,11846,11846
547,FASTKD3,,5318,5318
548,ZNF585A,,15899,15899
549,PPT2-EGFL8,,19498,-1
550,SAMD8,,9620,9620
551,LRRC24,,17917,17917
552,STC1,,9903,9903
553,PCDHGA6,,17903,17903
554,AL513365.2,,19499,-1
555,C18orf25,,9143,9143
556,EGLN1,,6876,6876
557,GPR19,,14415,14415
558,TBC1D4,,6945,6945
559,NECAB1,,19500,-1
560,LINC00639,,19501,-1
561,AC091825.1,,19502,-1
562,RBPMS2,,11459,11459
563,ZNF773,,9166,9166
564,SDAD1P1,,19503,-1
565,MFSD9,,6915,6915
566,TECRL,,16856,16856
567,AC007494.1,,19504,-1
568,AC064807.1,,19505,-1
569,COX11,,11325,11325
570,HHIP,,10812,10812
571,AC008105.3,,19506,-1
572,TMEM161A,,859,859
573,LINC01135,,19507,-1
574,HAS2,,12393,12393
575,TPTE2P1,,19508,-1
576,TDP1,,566,566
577,HIC1,,13538,13538
578,TCIM,,13464,13464
579,PKP4-AS1,,19509,-1
580,INPP4A,,557,557
581,COMMD3,,8746,8746
582,MAGOHB,,3731,3731
583,SPSB2,,3800,3800
584,PZP,,5656,5656
585,TPRKB,,8192,8192
586,MS4A13,,16765,16765
587,MT-ND1,,16426,16426
588,NDUFAF4,,5217,5217
589,CYP1A1,,7675,7675
590,AC131025.2,,19510,-1
591,FUT3,,12423,12423
592,AC005833.1,,19511,-1
593,OSTC,,16410,16410
594,AL022323.5,,19512,-1
595,ALPK3,,6997,6997
596,CA3,,10997,10997
597,STAC,,8283,8283
598,ARHGAP21,,3353,3353
599,LINC01967,,19513,-1
600,AC011379.2,,19514,-1
601,ABHD10,,8302,8302
602,CHSY3,,16192,16192
603,VN1R1,,13671,13671
604,EFNA2,,2037,2037
605,SCAND2P,,19515,-1
606,ZNF629,,2627,2627
607,SF3A1,,2086,2086
608,CFAP100,,10716,10716
609,TMEM163,,9126,9126
610,POTEC,,14425,14425
611,AC090518.1,,19516,-1
612,TMEM240,,16781,16781
613,TTC19,,283,283
614,AC011933.4,,19517,-1
615,CCNA1,,6456,6456
616,MYL6,,1923,1923
617,IL15RA,,6646,6646
618,AC097382.2,,19518,-1
619,AC026765.2,,19519,-1
620,THAP5,,13592,13592
621,NEFL,,18353,18353
622,COQ10A,,6823,6823
623,NINJ2,,12587,12587
624,HLTF,,1125,1125
625,CACNG1,,3487,3487
626,EED,,1215,1215
627,S100A11,,10501,10501
628,GNG12-AS1,,19520,-1
629,ZNF484,,5679,5679
630,PMS2P3,,19521,-1
631,CALML5,,13694,13694
632,AL449403.1,,19522,-1
633,RNASEK,,17264,17264
634,MC1R,,18041,18041
635,SLC6A5,,11253,11253
636,LINC00698,,19523,-1
637,AC018845.3,,19524,-1
638,KLHDC2,,11146,11146
639,AC007533.1,,19525,-1
640,AGPAT3,,10039,10039
641,GSTM4,,11912,11912
642,SLC4A11,,1737,1737
643,CCDC121,,13434,13434
644,PAPPA2,,4398,4398
645,ARHGEF10L,,1239,1239
646,RIOX1,,12282,12282
647,RGP1,,3288,3288
648,AP001528.2,,19526,-1
649,ZNF385A,,10200,10200
650,TRIM31,,16689,16689
651,TRAF4,,1307,1307
652,H1FX-AS1,,19527,-1
653,PKP2,,751,751
654,MARCH8,,11119,11119
655,VEGFD,,11081,11081
656,PTPRS,,3008,3008
657,ADCK5,,12845,12845
658,WDR46,,17404,17404
659,AC245452.1,,19076,-1
660,GLT6D1,,16535,16535
661,LHX6,,3262,3262
662,ACSM1,,11437,11437
663,AC016717.2,,19528,-1
664,RAC1,,6971,6971
665,ZNF529-AS1,,19529,-1
666,USP2-AS1,,19530,-1
667,LINC01322,,19531,-1
668,ATP6V1G3,,9035,9035
669,RND3,,4366,4366
670,RN7SL76P,,19532,-1
671,CCDC189,,15663,15663
672,RPS10P16,,19533,-1
673,ITGB5-AS1,,19534,-1
674,AKAIN1,,17475,17475
675,CLC,,2957,2957
676,GSG1L2,,17190,17190
677,AC023389.1,,19535,-1
678,AC016717.1,,19536,-1
679,TMEM119,,14418,14418
680,CCDC120,,8591,8591
681,MTNR1A,,11841,11841
682,DDX49,,3064,3064
683,AMOTL1,,11267,11267
684,DDX58,,3291,3291
685,BTBD19,,17330,17330
686,AL596202.1,,19537,-1
687,IGFBP7-AS1,,19538,-1
688,NHS,,15392,15392
689,AC036103.1,,19539,-1
690,AC138932.1,,19540,-1
691,DAG1,,12897,12897
692,CARD9,,15319,15319
693,SRPK2P,,19541,-1
694,LATS2-AS1,,19542,-1
695,MTMR9LP,,19543,-1
696,CYP7A1,,11722,11722
697,AL022318.1,,19544,-1
698,KIAA1324L,,10945,10945
699,OAS2,,3761,3761
700,AP001547.1,,19545,-1
701,VPS26B,,9050,9050
702,SCUBE2,,13231,13231
703,AP002884.3,,19546,-1
704,SIK1B,,18313,18313
705,AC009299.3,,19547,-1
706,NBPF25P,,19548,-1
707,PIR,,1700,1700
708,CYP24A1,,379,379
709,ZNF385D-AS1,,19549,-1
710,STAM,,7051,7051
711,LINC02240,,19550,-1
712,GSPT1,,2717,2717
713,AC004834.1,,19551,-1
714,AC006453.2,,19552,-1
715,AC040977.2,,19553,-1
716,PTK7,,3956,3956
717,ARFGEF3,,3928,3928
718,MIEF1,,2194,2194
719,DEPDC1,,429,429
720,AC007611.1,,19554,-1
721,TSPAN5,,11918,11918
722,SLC35F1,,15740,15740
723,AC022816.1,,19555,-1
724,SEMA4A,,15686,15686
725,AL670729.1,,19556,-1
726,NVL,,8139,8139
727,AC073941.1,,19557,-1
728,AC022101.1,,19558,-1
729,SERPINB5,,16903,16903
730,NREP,,6728,6728
731,DENND5B,,12278,12278
732,C16orf86,,9979,9979
733,AC231657.1,,19559,-1
734,LINC00475,,19560,-1
735,TRAPPC6B,,14275,14275
736,DNPH1,,3959,3959
737,MGP,,3763,3763
738,PRPF31,,3049,3049
739,SEMA5A,,3988,3988
740,FCHO1,,6043,6043
741,GJA1,,9195,9195
742,PTPN20CP,,19561,-1
743,AL035458.1,,19562,-1
744,AC004554.2,,19563,-1
745,AP002373.1,,19564,-1
746,PNPLA1,,13971,13971
747,BANK1,,9242,9242
748,OR9A2,,19565,-1
749,TGFBRAP1,,6918,6918
750,EPS8,,9047,9047
751,COG5,,10926,10926
752,BMS1P2,,19566,-1
753,TEX261,,8196,8196
754,TAOK1,,10086,10086
755,AC087379.2,,19567,-1
756,LINC01916,,19568,-1
757,ZNF660,,8295,8295
758,ANKRA2,,10872,10872
759,AC027455.1,,19569,-1
760,MRPS35,,18865,-1
761,SLC25A3P1,,19570,-1
762,BUB1B-PAK6,,19571,-1
763,NFASC,,10597,10597
764,GPR84,,7552,7552
765,PACRG,,3941,3941
766,AC138409.1,,19572,-1
767,AC007314.1,,19573,-1
768,TMEM44-AS1,,18650,-1
769,ANLN,,290,290
770,PRRG4,,6799,6799
771,DOCK6,,5988,5988
772,SMG1P7,,19574,-1
773,MND1,,4978,4978
774,ZNF696,,14920,14920
775,TET2,,11913,11913
776,MKRN2OS,,17368,17368
777,LRGUK,,9490,9490
778,STAG2,,2520,2520
779,ADSL,,17633,17633
780,AP000721.1,,19575,-1
781,C20orf202,,17232,17232
782,AL138767.2,,19576,-1
783,AC084866.2,,19577,-1
784,CLTCL1,,1077,1077
785,SYDE2,,2011,2011
786,NIFK-AS1,,18614,-1
787,IGFL2-AS1,,19034,-1
788,C15orf65,,18088,18088
789,AC068631.2,,19578,-1
790,AL589669.1,,19579,-1
791,EHD3,,317,317
792,AC008610.1,,19580,-1
793,CTPS1,,12574,12574
794,TATDN2P2,,19581,-1
795,ARL9,,15783,15783
796,STPG4,,19582,-1
797,ATP5MFP4,,19583,-1
798,AC007220.1,,19584,-1
799,UBE2C,,13170,13170
800,P2RX6,,2076,2076
801,DDX3P1,,19585,-1
802,AL445584.2,,19586,-1
803,SIRPG,,1750,1750
804,WIPF1,,4360,4360
805,TIGD1,,17313,17313
806,FAM84A,,19587,-1
807,LINC00525,,19588,-1
808,SC5D,,3600,3600
809,FGFBP3,,13111,13111
810,BEND7P1,,19589,-1
811,KLHL21,,10301,10301
812,AC008040.1,,19590,-1
813,XPO1,,1533,1533
814,AC008637.1,,19591,-1
815,AL158066.1,,19592,-1
816,AC004148.2,,19593,-1
817,PDZK1IP1,,10282,10282
818,AL049748.1,,19594,-1
819,AL359220.1,,19595,-1
820,AC084018.2,,19596,-1
821,PCGF3,,14894,14894
822,TRAPPC9,,11642,11642
823,COL4A5,,15389,15389
824,SMIM2-AS1,,19597,-1
825,PON2,,3105,3105
826,AC090125.1,,19598,-1
827,AP1B1P1,,19599,-1
828,LINC02018,,19600,-1
829,MRLN,,17416,17416
830,HIST1H1D,,5359,5359
831,AC099489.1,,15544,15544
832,PTPN6,,3804,3804
833,STX16,,5302,5302
834,TRIP10,,5495,5495
835,RAPGEF4,,1867,1867
836,SH3TC2-DT,,19601,-1
837,TLX3,,10898,10898
838,ZNF613,,13327,13327
839,CDH13,,7743,7743
840,ELMOD1,,3674,3674
841,AL360270.2,,19602,-1
842,TOPBP1,,10677,10677
843,ASPM,,938,938
844,RASA2,,9527,9527
845,AC087164.2,,19603,-1
846,CMSS1,,14617,14617
847,GJB2,,11132,11132
848,TUBA1C,,11620,11620
849,THOC6,,6235,6235
850,SET,,4734,4734
851,DHRS3,,10319,10319
852,TPRG1,,15359,15359
853,AL024508.2,,19604,-1
854,WNK2,,11088,11088
855,APOA1-AS,,19605,-1
856,AL133329.1,,19606,-1
857,DIMT1,,1635,1635
858,HADH,,7455,7455
859,AC110285.2,,19607,-1
860,PPAN,,6116,6116
861,AC026444.1,,19608,-1
862,YAE1D1,,19609,-1
863,CCL2,,3458,3458
864,LPXN,,3610,3610
865,LINC01317,,19610,-1
866,PIEZO2,,9432,9432
867,AC004241.5,,19611,-1
868,DECR2,,17718,17718
869,HIST1H3B,,18707,-1
870,MYH11,,6495,6495
871,GLRX,,12864,12864
872,COL18A1,,14357,14357
873,SLC35E4,,2100,2100
874,WDR3,,888,888
875,PPP1R12B,,1330,1330
876,INAFM1,,18019,18019
877,AL139156.1,,19612,-1
878,PLA2G6,,14651,14651
879,CISD1,,5146,5146
880,AC009242.1,,19613,-1
881,AL136298.3,,19614,-1
882,EP300-AS1,,19615,-1
883,AC009163.4,,19616,-1
884,ZMYND11,,349,349
885,C5AR1,,16003,16003
886,TATDN3,,16480,16480
887,BX284668.6,,19617,-1
888,SMARCAD1,,10478,10478
889,AC073413.2,,19618,-1
890,SNHG21,,18935,-1
891,AC139795.1,,19619,-1
892,ACTB,,1274,1274
893,PDGFA,,16021,16021
894,EMG1,,5638,5638
895,REN,,8158,8158
896,TCTN1,,16729,16729
897,CAVIN2,,11862,11862
898,LINC00504,,19620,-1
899,ARRB1,,7194,7194
900,ADAMTS12,,9032,9032
901,DDX11-AS1,,19621,-1
902,PTPRU,,795,795
903,GIMAP8,,12420,12420
904,DYNC1LI2,,6867,6867
905,ANO7,,19622,-1
