local_index,gene_symbol,ensembl_id,global_index,output_index
138,PHTF2,,138,138
139,CCL26,,139,139
140,FARP2,,140,140
141,USH1C,,141,141
142,GGCT,,142,142
143,DBF4,,143,143
144,TBXA2R,,144,144
145,IFRD1,,145,145
146,LGALS14,,146,146
147,COX10,,147,147
148,GTF2IRD1,,148,148
149,PAF1,,149,149
150,VPS41,,150,150
151,ARHGAP44,,151,151
152,ELAC2,,152,152
153,SCIN,,153,153
154,ARSD,,154,154
155,PNPLA4,,155,155
156,MYH13,,156,156
157,ADIPOR2,,157,157
158,CDKL3,,158,158
159,UPP2,,159,159
160,PRSS21,,160,160
161,MARK4,,161,161
162,PROM1,,162,162
163,CCDC124,,163,163
164,CEACAM21,,164,164
165,PAFAH1B1,,165,165
166,NOS2,,166,166
167,DNAH9,,167,167
168,KIAA0100,,168,168
169,SLC13A2,,169,169
170,GAS7,,170,170
171,TRAPPC6A,,171,171
172,MATK,,172,172
173,CEACAM7,,173,173
174,CD79B,,174,174
175,SCN4A,,175,175
176,ST7L,,176,176
177,TKTL1,,177,177
178,PAX6,,178,178
179,RPUSD1,,179,179
180,RHBDF1,,180,180
181,LUC7L,,181,181
182,CACNA2D2,,182,182
183,BAIAP3,,183,183
184,TSR3,,184,184
185,PIGQ,,185,185
186,CRAMP1,,186,186
187,TEAD3,,187,187
188,SELE,,188,188
189,DNAJC11,,189,189
190,FMO3,,190,190
191,MYLIP,,191,191
192,NOX1,,192,192
193,E2F2,,193,193
194,PSMB1,,194,194
195,SYN1,,195,195
196,JARID2,,196,196
197,CDKL5,,197,197
198,CAMK1G,,198,198
199,CDK11A,,199,199
200,NADK,,200,200
201,TFAP2B,,201,201
202,TFAP2D,,202,202
203,DLEC1,,203,203
204,CYTH3,,204,204
205,ADAM22,,205,205
206,SYPL1,,206,206
207,CYB561,,207,207
208,SPAG9,,208,208
209,CELSR3,,209,209
210,AASS,,210,210
211,PLEKHG6,,211,211
212,SS18L2,,212,212
213,MPND,,213,213
214,MGST1,,214,214
215,CRY1,,215,215
216,PGLYRP1,,216,216
217,NFIX,,217,217
218,ST3GAL1,,218,218
219,MMP25,,219,219
220,IL32,,220,220
221,PKD1,,221,221
222,MAPK8IP2,,222,222
223,MED24,,223,223
224,RHOBTB2,,224,224
225,HEATR5B,,225,225
226,SEC62,,226,226
227,CSDE1,,227,227
228,UBE3C,,228,228
229,REV3L,,229,229
230,TENM1,,230,230
231,PAX7,,231,231
232,MASP2,,232,232
233,IYD,,233,233
234,FAM76A,,234,234
235,TRAF3IP3,,235,235
236,POMT2,,236,236
237,VTA1,,237,237
238,MLXIPL,,238,238
239,BAZ1B,,239,239
240,RANBP9,,240,240
241,ETV7,,241,241
242,SPRTN,,242,242
243,EEF1AKNMT,,243,243
244,DYRK4,,244,244
245,ZNF207,,245,245
246,UQCRC1,,246,246
247,STARD3NL,,247,247
248,CD9,,248,248
249,HHATL,,249,249
250,NCAPD2,,250,250
251,IFFO1,,251,251
252,GIPR,,252,252
253,SEMA3G,,253,253
254,NISCH,,254,254
255,STAB1,,255,255
256,FUZ,,256,256
257,SLC6A13,,257,257
258,IDS,,258,258
259,PRSS3,,259,259
260,ZNF200,,260,260
261,CD4,,261,261
262,LRRC23,,262,262
263,BTK,,263,263
264,HFE,,264,264
265,SCMH1,,265,265
266,FYN,,266,266
267,HIVEP2,,267,267
268,FMO1,,268,268
269,ELOA,,269,269
270,LYPLA2,,270,270
271,CLCN6,,271,271
272,MRC2,,272,272
273,SLC6A7,,273,273
274,TSPAN9,,274,274
275,BTBD7,,275,275
276,MKS1,,276,276
277,ABHD5,,277,277
278,ANOS1,,278,278
279,AKAP8L,,279,279
280,MBTD1,,280,280
281,UTP18,,281,281
282,RNF216,,282,282
283,TTC19,,283,283
284,PTBP1,,284,284
285,DPF1,,285,285
286,SYT7,,286,286
287,LARS2,,287,287
288,PIK3C2A,,288,288
289,PLAUR,,289,289
290,ANLN,,290,290
291,WIZ,,291,291
292,RABGAP1,,292,292
293,DCN,,293,293
294,QPCTL,,294,294
295,PPP5C,,295,295
296,CEP68,,296,296
297,MAP4K3,,297,297
298,ZBTB32,,298,298
299,TYROBP,,299,299
300,TMEM159,,300,300
301,GABRA3,,301,301
302,BRCA1,,302,302
303,ERCC1,,303,303
304,CD22,,304,304
305,SEMA3B,,305,305
306,MBTPS2,,306,306
307,PRICKLE3,,307,307
308,LTF,,308,308
309,EXTL3,,309,309
310,NR1H4,,310,310
311,ELOVL5,,311,311
312,ALOX5,,312,312
313,KDM5D,,313,313
314,CALCOCO1,,314,314
315,UBR7,,315,315
316,MAP4K5,,316,316
317,EHD3,,317,317
318,PSMC4,,318,318
319,MAN2B2,,319,319
320,SLC7A14,,320,320
321,CLDN11,,321,321
322,SLC25A39,,322,322
323,MVP,,323,323
324,NUB1,,324,324
325,PGM3,,325,325
326,RWDD2A,,326,326
327,CLK1,,327,327
328,POLR3B,,328,328
329,ANGEL1,,329,329
330,RNF14,,330,330
331,DNASE1L1,,331,331
332,DDX11,,332,332
333,HEBP1,,333,333
334,GPRC5A,,334,334
335,MAMLD1,,335,335
336,CD6,,336,336
337,TACC3,,337,337
338,UFL1,,338,338
339,POLA2,,339,339
340,ZC3H3,,340,340
341,CAPN1,,341,341
342,ACPP,,342,342
343,MDH1,,343,343
344,SLC30A9,,344,344
345,MTMR11,,345,345
346,COX15,,346,346
347,CCDC88C,,347,347
348,YAF2,,348,348
349,ZMYND11,,349,349
350,WAS,,350,350
351,DPEP1,,351,351
352,BID,,352,352
353,NPC1L1,,353,353
354,XYLT2,,354,354
355,STMN4,,355,355
356,NUDCD3,,356,356
357,ISL1,,357,357
358,CHDH,,358,358
359,IL20RA,,359,359
360,CLCA1,,360,360
361,CLCA4,,361,361
362,GLT8D1,,362,362
363,ATP2C1,,363,363
364,IGF1,,364,364
365,SLC38A5,,365,365
366,RALBP1,,366,366
367,RUFY3,,367,367
368,CNTN1,,368,368
369,SLC11A1,,369,369
370,WWTR1,,370,370
371,AGPS,,371,371
372,CXorf56,,372,372
373,ATP1A2,,373,373
374,TTC27,,374,374
375,ZNF582,,375,375
376,VSIG2,,376,376
377,PHLDB1,,377,377
378,MARCO,,378,378
379,CYP24A1,,379,379
380,PRDM11,,380,380
381,SYT13,,381,381
382,SNAI2,,382,382
383,CD74,,383,383
384,HGF,,384,384
385,ZRANB1,,385,385
386,NCDN,,386,386
387,ADGRA2,,387,387
388,ZFP64,,388,388
389,MNAT1,,389,389
390,SAMD4A,,390,390
391,RUNX3,,391,391
392,MRE11,,392,392
393,PLEKHB1,,393,393
394,SERPINB1,,394,394
395,CYP3A43,,395,395
396,SLC7A9,,396,396
397,SPAST,,397,397
398,NRXN3,,398,398
399,OSBPL5,,399,399
400,AQR,,400,400
401,CPS1,,401,401
402,C8B,,402,402
403,FHL1,,403,403
404,RTF2,,404,404
405,GABRA1,,405,405
406,NLRP2,,406,406
407,SLC45A4,,407,407
408,RNF10,,408,408
409,ZNF839,,409,409
410,ZDHHC6,,410,410
411,GRAMD1B,,411,411
412,RNH1,,412,412
413,NDUFS1,,413,413
414,RB1CC1,,414,414
415,ERP44,,415,415
416,ALAS1,,416,416
417,BIRC3,,417,417
418,AKAP11,,418,418
419,GLRX2,,419,419
420,SNAPC1,,420,420
421,DERA,,421,421
422,STRAP,,422,422
423,ABCC2,,423,423
424,DEF6,,424,424
425,PLEKHO1,,425,425
426,GCLM,,426,426
427,UBR2,,427,427
428,EHD2,,428,428
429,DEPDC1,,429,429
430,CCDC28A,,430,430
431,RRAGD,,431,431
432,HSF2,,432,432
433,PHF20,,433,433
434,HSD17B6,,434,434
435,NR1H3,,435,435
436,TYMP,,436,436
437,NCAPH2,,437,437
438,TOMM34,,438,438
439,SEC63,,439,439
440,KPNA6,,440,440
441,VIM,,441,441
442,FAS,,442,442
443,RNASET2,,443,443
444,CD44,,444,444
445,KCNG1,,445,445
446,AGPAT4,,446,446
447,SLAMF7,,447,447
448,BTN3A1,,448,448
449,MIPEP,,449,449
450,PRKCH,,450,450
451,INSRR,,451,451
452,IFNGR1,,452,452
453,B4GALT7,,453,453
454,SH2D2A,,454,454
455,VRK2,,455,455
456,TNFRSF1B,,456,456
457,VEZT,,457,457
458,POU2F2,,458,458
459,BRD9,,459,459
460,SNX1,,460,460
461,TBPL1,,461,461
462,ARNTL2,,462,462
463,BCLAF1,,463,463
464,SLC39A9,,464,464
465,ANK1,,465,465
466,IBSP,,466,466
467,TFB1M,,467,467
468,RABEP1,,468,468
469,HMGB3,,469,469
470,NUP160,,470,470
471,BAK1,,471,471
472,MUSK,,472,472
473,IKZF2,,473,473
474,GRN,,474,474
475,FAM13B,,475,475
476,ARHGAP31,,476,476
477,CENPQ,,477,477
478,SARS,,478,478
479,RANBP3,,479,479
480,ARID4A,,480,480
481,EIPR1,,481,481
482,PNPLA6,,482,482
483,IFT88,,483,483
484,ALG1,,484,484
485,ZCCHC8,,485,485
486,ABCF2,,486,486
487,CHPF2,,487,487
488,LRRC7,,488,488
489,FUT8,,489,489
490,UBA6,,490,490
491,GAB2,,491,491
492,ATP6V0A1,,492,492
493,PIAS1,,493,493
494,SLC4A7,,494,494
495,APBA2,,495,495
496,MAP2K3,,496,496
497,EFCAB1,,497,497
498,TMSB10,,498,498
499,ASTE1,,499,499
500,RNF19A,,500,500
501,PEX3,,501,501
502,MYOC,,502,502
503,SH3YL1,,503,503
504,FAM136A,,504,504
505,VCL,,505,505
506,DEPDC1B,,506,506
507,DAPK2,,507,507
508,NSMAF,,508,508
509,ADSS,,509,509
510,STAP1,,510,510
511,TIMP2,,511,511
512,RFC1,,512,512
513,TBC1D23,,513,513
514,CUL3,,514,514
515,MYOM2,,515,515
516,OTC,,516,516
517,CYP46A1,,517,517
518,AC118549.1,,518,518
519,SLC18A1,,519,519
520,USP2,,520,520
521,CASR,,521,521
522,TUBG2,,522,522
523,FLT4,,523,523
524,NSUN2,,524,524
525,FBXO42,,525,525
526,MFAP3,,526,526
527,MRI1,,527,527
528,METTL1,,528,528
529,HOXC8,,529,529
530,AGA,,530,530
531,PI4K2B,,531,531
532,BOD1L1,,532,532
533,MAT2B,,533,533
534,TLL1,,534,534
535,EDC4,,535,535
536,TRIO,,536,536
537,VCAN,,537,537
538,CLEC16A,,538,538
539,MSR1,,539,539
540,CDH1,,540,540
541,MTREX,,541,541
542,DNAH5,,542,542
543,ZFYVE16,,543,543
544,RIPOR1,,544,544
545,C6,,545,545
546,RAI14,,546,546
547,SOX30,,547,547
548,BEST2,,548,548
549,PHLPP2,,549,549
550,SPDL1,,550,550
551,STAU2,,551,551
552,SLC66A1,,552,552
553,CTNS,,553,553
554,RTN4R,,554,554
555,PHF23,,555,555
556,CDH10,,556,556
557,INPP4A,,557,557
558,RAB27B,,558,558
559,PSMA4,,559,559
560,MYO16,,560,560
561,LSG1,,561,561
562,PARP3,,562,562
563,TNC,,563,563
564,THAP3,,564,564
565,RIPOR3,,565,565
566,TDP1,,566,566
567,AIFM2,,567,567
568,C2orf83,,568,568
569,SPATA7,,569,569
570,MED17,,570,570
571,RETSAT,,571,571
572,CAPG,,572,572
573,AP2S1,,573,573
574,USH2A,,574,574
575,ZPBP,,575,575
576,TG,,576,576
577,ADAM28,,577,577
578,BARX2,,578,578
579,DCUN1D1,,579,579
580,JADE2,,580,580
581,ZIC2,,581,581
582,LCP2,,582,582
583,TRIT1,,583,583
584,ADRB1,,584,584
585,GUCA2B,,585,585
586,CUL7,,586,586
587,CTNNA1,,587,587
588,PHKA2,,588,588
589,CNTLN,,589,589
590,EPHA3,,590,590
591,HSPA5,,591,591
592,DSG2,,592,592
593,GEMIN8,,593,593
594,OFD1,,594,594
595,GPM6B,,595,595
596,MAGEC2,,596,596
597,PREX2,,597,597
598,WDR37,,598,598
599,YTHDC2,,599,599
600,CTPS2,,600,600
601,ATP6V1H,,601,601
602,POLR2B,,602,602
603,FAM214A,,603,603
604,ARAP2,,604,604
605,TPR,,605,605
606,CP,,606,606
607,KIAA0556,,607,607
608,DTNBP1,,608,608
609,XK,,609,609
610,ANO2,,610,610
611,C12orf4,,611,611
612,SCML1,,612,612
613,WWC3,,613,613
614,ARHGAP6,,614,614
615,MAP4,,615,615
616,GOPC,,616,616
617,ROS1,,617,617
618,USP28,,618,618
619,HDAC9,,619,619
620,TSPAN17,,620,620
621,NOP16,,621,621
622,CC2D2A,,622,622
623,RRM2B,,623,623
624,ZNF800,,624,624
625,TNFRSF17,,625,625
626,SNX29,,626,626
627,LMO3,,627,627
628,GUCA1A,,628,628
629,RSF1,,629,629
630,VPS13D,,630,630
631,CELF2,,631,631
632,FAM120A,,632,632
633,R3HDM1,,633,633
634,COL9A2,,634,634
635,KITLG,,635,635
636,ERCC8,,636,636
637,ADAMTS6,,637,637
638,H6PD,,638,638
639,VAMP3,,639,639
640,PER3,,640,640
641,UTS2,,641,641
642,TNFRSF9,,642,642
643,EPN3,,643,643
644,LTBP1,,644,644
645,RCN1,,645,645
646,ELN,,646,646
647,RFC2,,647,647
648,ARID1B,,648,648
649,CLPTM1L,,649,649
650,NEDD4L,,650,650
651,FOXP3,,651,651
652,PPP1R3F,,652,652
653,HEXB,,653,653
654,PTCD2,,654,654
655,NEXMIF,,655,655
656,JKAMP,,656,656
657,DKK3,,657,657
658,ARHGEF5,,658,658
659,NFE2L3,,659,659
660,MCUR1,,660,660
661,LIMA1,,661,661
662,LETMD1,,662,662
663,SLC4A8,,663,663
664,LAMC3,,664,664
665,PTGER3,,665,665
666,TNIP3,,666,666
667,MAPK9,,667,667
668,COL23A1,,668,668
669,BCAR1,,669,669
670,FAM160A2,,670,670
671,HERPUD1,,671,671
672,HOMER3,,672,672
673,RAD51,,673,673
674,POLQ,,674,674
675,PIK3CB,,675,675
676,CYBA,,676,676
677,THOC3,,677,677
678,HEBP2,,678,678
679,MPHOSPH9,,679,679
680,PLEKHA5,,680,680
681,PRSS8,,681,681
682,SIKE1,,682,682
683,RRP12,,683,683
684,FNIP2,,684,684
685,MSMO1,,685,685
686,TTC17,,686,686
687,ALX4,,687,687
688,FSTL4,,688,688
689,FOXN3,,689,689
690,METTL24,,690,690
691,AKR7A2,,691,691
692,MRTO4,,692,692
693,NNAT,,693,693
694,USE1,,694,694
695,MCF2L2,,695,695
696,LAMA3,,696,696
697,AP5M1,,697,697
698,ANAPC4,,698,698
699,KCNQ1,,699,699
700,TRAPPC3,,700,700
701,THRAP3,,701,701
702,PHPT1,,702,702
703,ENTPD2,,703,703
704,LY75,,704,704
705,ARID4B,,705,705
706,OPN3,,706,706
707,SDCCAG8,,707,707
708,PTPRN,,708,708
709,HHAT,,709,709
710,KIF1B,,710,710
711,FOXC1,,711,711
712,TBC1D22A,,712,712
713,SYNE2,,713,713
714,PLEKHH1,,714,714
715,ATP9A,,715,715
716,SPO11,,716,716
717,CBLN4,,717,717
718,CHRDL2,,718,718
719,FAM168A,,719,719
720,RELT,,720,720
721,GALC,,721,721
722,NOP58,,722,722
723,SZRD1,,723,723
724,KCNH2,,724,724
725,CUL1,,725,725
726,FAM114A2,,726,726
727,CYFIP2,,727,727
728,TAB2,,728,728
729,GINM1,,729,729
730,EIF2AK2,,730,730
731,USP36,,731,731
732,KMT2C,,732,732
733,MCOLN3,,733,733
734,CCDC85A,,734,734
735,PUM2,,735,735
736,ITIH4,,736,736
737,ITIH1,,737,737
738,HPF1,,738,738
739,ZFR,,739,739
740,ZNF280C,,740,740
741,NPFFR2,,741,741
742,PHF21B,,742,742
743,TRAF1,,743,743
744,RC3H2,,744,744
745,IL17RB,,745,745
746,TRAF3IP2,,746,746
747,GYG2,,747,747
748,DCBLD2,,748,748
749,SERPINB3,,749,749
750,SOAT1,,750,750
751,PKP2,,751,751
752,MSH4,,752,752
753,F7,,753,753
754,GDI2,,754,754
755,PRDM1,,755,755
756,ATG5,,756,756
757,TMCC3,,757,757
758,PITHD1,,758,758
759,MTA3,,759,759
760,USP13,,760,760
761,ATP11B,,761,761
762,LAMC2,,762,762
763,CDK14,,763,763
764,SEC61A1,,764,764
765,PPP1R12A,,765,765
766,RASGRF1,,766,766
767,CAMK2B,,767,767
768,CROCC,,768,768
769,POLR3E,,769,769
770,ATP2B4,,770,770
771,ZC3H11A,,771,771
772,RIOK2,,772,772
773,YIPF1,,773,773
774,NDC1,,774,774
775,DGKG,,775,775
776,TBXAS1,,776,776
777,PARP12,,777,777
778,ALDH18A1,,778,778
779,TARBP1,,779,779
780,GATB,,780,780
781,MXD1,,781,781
782,CDK17,,782,782
783,DNAJC25,,783,783
784,SLC2A3,,784,784
785,PSD,,785,785
786,CTDP1,,786,786
787,YBX3,,787,787
788,STYK1,,788,788
789,WNK1,,789,789
790,CCAR1,,790,790
791,OGFR,,791,791
792,GNA15,,792,792
793,CREB3L3,,793,793
794,PIGV,,794,794
795,PTPRU,,795,795
796,SNRNP40,,796,796
797,RIMBP2,,797,797
798,COL11A1,,798,798
799,QSER1,,799,799
800,MPC1,,800,800
801,ACAA1,,801,801
802,BCAT1,,802,802
803,HDAC7,,803,803
804,LZTS1,,804,804
805,PRDM6,,805,805
806,WNT8A,,806,806
807,SPAG4,,807,807
808,NCKAP1,,808,808
809,GUCY1B1,,809,809
810,SFSWAP,,810,810
811,TNK2,,811,811
812,MON2,,812,812
813,CDH3,,813,813
814,ARSF,,814,814
815,GPBP1,,815,815
816,DGAT2,,816,816
817,ZNF112,,817,817
818,CS,,818,818
819,LTK,,819,819
820,ELMO2,,820,820
821,WAPL,,821,821
822,VMP1,,822,822
823,APPBP2,,823,823
824,POLD1,,824,824
825,SEZ6,,825,825
826,EIF4B,,826,826
827,SLC6A16,,827,827
828,BICRA,,828,828
829,SPHK2,,829,829
830,CA11,,830,830
831,ISOC2,,831,831
832,U2AF2,,832,832
833,EPN1,,833,833
834,MED29,,834,834
835,AHRR,,835,835
836,GSC2,,836,836
837,ZNF275,,837,837
838,MTMR1,,838,838
839,GPC1,,839,839
840,HAGH,,840,840
841,RNF4,,841,841
842,CASP8,,842,842
843,LIMCH1,,843,843
844,INTS13,,844,844
845,TM7SF3,,845,845
846,DLX3,,846,846
847,SPA17,,847,847
848,TSPAN32,,848,848
849,CCN5,,849,849
850,DMRT3,,850,850
851,ST3GAL6,,851,851
852,ATP2C2,,852,852
853,NGFR,,853,853
854,CDON,,854,854
855,TAF2,,855,855
856,HIPK2,,856,856
857,TNPO3,,857,857
858,RFXANK,,858,858
859,TMEM161A,,859,859
860,LPAR2,,860,860
861,CTSA,,861,861
862,SUGP2,,862,862
863,SLC12A2,,863,863
864,SNX24,,864,864
865,EYA2,,865,865
866,CNN2,,866,866
867,ABCA7,,867,867
868,SNCAIP,,868,868
869,DDX20,,869,869
870,BTBD1,,870,870
871,FAR2,,871,871
872,POU1F1,,872,872
873,CHI3L2,,873,873
874,SBNO2,,874,874
875,PMS1,,875,875
876,HMG20B,,876,876
877,CALCRL,,877,877
878,TAF11,,878,878
879,ANKS1A,,879,879
880,AP3D1,,880,880
881,ZNF76,,881,881
882,SLC9A3R2,,882,882
883,NTHL1,,883,883
884,UHRF1BP1,,884,884
885,GNAI3,,885,885
886,IPO5,,886,886
887,OAT,,887,887
888,WDR3,,888,888
889,PKN2,,889,889
890,WDR18,,890,890
891,TRAM2,,891,891
892,NTN1,,892,892
893,GLP2R,,893,893
894,MCM10,,894,894
895,DGKA,,895,895
896,ERBB3,,896,896
897,ROPN1,,897,897
898,ANKRD44,,898,898
899,KARS,,899,899
900,ADAT1,,900,900
901,PDIA5,,901,901
902,TBC1D22B,,902,902
903,NDUFB4,,903,903
904,SPEN,,904,904
905,MYLK,,905,905
906,ZC3H15,,906,906
907,MAP2K4,,907,907
908,PACC1,,908,908
909,SNAP91,,909,909
910,SLK,,910,910
911,CYB5R4,,911,911
912,COL17A1,,912,912
913,GSTO2,,913,913
914,SEC61A2,,914,914
915,PRKCQ,,915,915
916,TLE2,,916,916
917,ASB1,,917,917
918,FAM107B,,918,918
919,ME1,,919,919
920,TBC1D1,,920,920
921,CDK13,,921,921
922,MTHFD2,,922,922
923,SLC9A7,,923,923
924,FOXJ2,,924,924
925,YBX1,,925,925
926,PDE4A,,926,926
927,PPP2R5A,,927,927
928,CTNNA2,,928,928
929,ELAVL1,,929,929
930,TIE1,,930,930
931,DIP2B,,931,931
932,SMARCD1,,932,932
933,KDM4A,,933,933
934,NFYC,,934,934
935,ZMYND12,,935,935
936,SLC9A3,,936,936
937,NGEF,,937,937
938,ASPM,,938,938
939,CD84,,939,939
940,ELOVL1,,940,940
941,SPI1,,941,941
942,ZNRD1,,942,942
943,MPPED2,,943,943
944,CLDN18,,944,944
945,ZBTB11,,945,945
946,ATXN3,,946,946
947,GOLGA5,,947,947
948,FGFR2,,948,948
949,LRRC40,,949,949
950,ISOC1,,950,950
951,EML1,,951,951
952,TRMT11,,952,952
953,THUMPD1,,953,953
954,MSANTD3,,954,954
955,KIF26A,,955,955
956,ATG2B,,956,956
957,ARFGEF1,,957,957
958,ACSM2B,,958,958
959,ZFAT,,959,959
960,MTFR1,,960,960
961,STAG3,,961,961
962,FECH,,962,962
963,MYO9A,,963,963
964,DDX3Y,,964,964
965,PFKP,,965,965
966,IDI1,,966,966
967,SP100,,967,967
968,KLF6,,968,968
969,PLPP1,,969,969
970,NEO1,,970,970
971,TRAM1,,971,971
972,PHKA1,,972,972
973,TNFRSF1A,,973,973
974,CACNB1,,974,974
975,EVI5,,975,975
976,STOML1,,976,976
977,PKM,,977,977
978,DHX29,,978,978
979,DNTTIP2,,979,979
980,METTL22,,980,980
981,TP53BP1,,981,981
982,TRO,,982,982
983,RRP15,,983,983
984,RHOA,,984,984
985,DHX8,,985,985
986,PRKCZ,,986,986
987,ZFY,,987,987
988,IARS2,,988,988
989,SYT1,,989,989
990,NAV3,,990,990
991,IDH3G,,991,991
992,ROGDI,,992,992
993,PDZD4,,993,993
994,ATP2B3,,994,994
995,ROCK1,,995,995
996,CBFB,,996,996
997,PDK3,,997,997
998,HYAL2,,998,998
999,HDAC4,,999,999
1000,RASSF1,,1000,1000
1001,FGFR3,,1001,1001
1002,IFI35,,1002,1002
1003,HEATR6,,1003,1003
1004,COASY,,1004,1004
1005,PLEKHH3,,1005,1005
1006,MEF2A,,1006,1006
1007,OTUD5,,1007,1007
1008,TFE3,,1008,1008
1009,TBC1D25,,1009,1009
1010,ACSL4,,1010,1010
1011,INPP5A,,1011,1011
1012,GPKOW,,1012,1012
1013,GRIPAP1,,1013,1013
1014,FTSJ1,,1014,1014
1015,PRR11,,1015,1015
1016,REEP1,,1016,1016
1017,ATP11A,,1017,1017
1018,POLR1A,,1018,1018
1019,LAPTM4A,,1019,1019
1020,TTC7A,,1020,1020
1021,IP6K2,,1021,1021
1022,SRBD1,,1022,1022
1023,KIF2A,,1023,1023
1024,RASGRP2,,1024,1024
1025,PSME4,,1025,1025
1026,IFT80,,1026,1026
1027,SIRT2,,1027,1027
1028,ERLEC1,,1028,1028
1029,PPP2R5B,,1029,1029
1030,PYGM,,1030,1030
1031,PAGE1,,1031,1031
1032,PITX1,,1032,1032
1033,TRPC7,,1033,1033
1034,MAST4,,1034,1034
1035,ADGRF5,,1035,1035
1036,SDK2,,1036,1036
1037,ADAM7,,1037,1037
1038,NUP133,,1038,1038
1039,NUCKS1,,1039,1039
1040,VPS35,,1040,1040
1041,DNAJA2,,1041,1041
1042,BCL3,,1042,1042
1043,KCNAB2,,1043,1043
1044,ABCC9,,1044,1044
1045,GAL,,1045,1045
1046,CLEC2D,,1046,1046
1047,FUNDC1,,1047,1047
1048,MAOB,,1048,1048
1049,RORA,,1049,1049
1050,DRD4,,1050,1050
1051,TGFBR3,,1051,1051
1052,PLA2G10,,1052,1052
1053,HES2,,1053,1053
1054,ATP1B3,,1054,1054
1055,NEDD4,,1055,1055
1056,PIGB,,1056,1056
1057,MAPK6,,1057,1057
1058,GNB5,,1058,1058
1059,RAB27A,,1059,1059
1060,HDHD5,,1060,1060
1061,UFD1,,1061,1061
1062,LRP6,,1062,1062
1063,GUCY2C,,1063,1063
1064,SCT,,1064,1064
1065,PHRF1,,1065,1065
1066,ELP1,,1066,1066
1067,NUCB2,,1067,1067
1068,PFN2,,1068,1068
